temperatura,luminosidade,distancia,vibracao,tensao,corrente,estado
24.440599409765397,731.8902184689383,52.79041292200138,3.0105152848065266,4.883824373195297,0.9474830192821853,0
31.20981135783017,508.6719755342202,32.75082167486967,1.4377124707590272,4.797433775933115,1.0314247332595274,0
26.483280991462962,486.0379343923761,43.70525039075749,2.5977204669126084,5.511897606207558,1.0394233021879602,0
24.245032112888488,737.5698018345672,43.99361310081195,1.7083062502067232,4.87965867755412,1.1852278184508938,0
27.331755980787566,699.4472137679874,47.705495461680435,2.389348913256123,4.746976177215472,1.109199226435767,0
23.359069755507846,719.6861235869123,57.38466579995411,2.1713682811899706,4.976870343522352,0.9698896304410711,0
33.86850208416841,646.185833833704,36.53321902638654,1.1194087339528935,4.773889539063687,1.0134428882628022,0
54.58462399755233,473.4011546609041,28.247996179967608,6.862560238232398,4.248234743033208,1.4381575248297571,1
74.91846710452518,237.97175806278563,4.466803636188034,8.179233382627398,3.9718865378802803,2.2305376181632965,2
59.42391902735733,520.4239477470429,22.893088200381072,3.7097604907897512,4.608418681652524,1.8076073132931938,1
86.97837002901338,289.5531033919149,16.81089287987839,4.878271825050508,4.074374862422579,1.708498323467884,1
28.90164056081244,735.7112571511747,64.77894044741517,1.4817297817263526,4.838301279421362,0.9498242956415464,0
95.01448331524806,242.6549322345622,5.771350610168838,9.629025791726344,4.048744853419911,2.5526659881864497,2
82.97946906122648,123.78702827217855,3.823675540603527,6.072970103735763,3.6184481108258306,2.578316581653967,2
16.72411976218265,734.5517943888766,46.044835484197066,1.7108631435300579,5.090587265306702,0.9833939091648934,0
39.43092950605265,717.4577812831839,52.57550390722764,1.9255540842338328,4.616245756940192,0.9973486124550783,0
30.511738412748333,656.7390719451987,43.40817697563522,2.003937304431403,5.095550819886705,0.974097135526111,0
29.826441151473784,583.1321962380468,61.42822814515021,2.7519330326867744,5.158206389408609,0.9090612545205261,0
37.02602652939094,839.2325753491903,41.19359181470231,2.0768949485845716,4.901313503559335,1.0923162608341952,0
30.498256825438204,649.6524345883801,34.493365689338674,2.0685629748060275,4.787539257254779,1.0473592430635181,0
64.96438572769388,380.6875147764324,16.89388480818709,3.2289752523423028,4.392976492269542,1.611224359706793,1
61.81967947683304,556.8571305138914,7.14013412351018,5.369267717064608,4.577964838274527,1.656364574355462,1
36.49698407132244,613.2853843950447,56.17640845511145,3.21707079698011,5.045257653899775,1.084740143257664,0
31.465362366493405,628.5648581973633,68.65774511144757,2.4738329209117875,4.76173930055947,1.065655360863383,0
53.99056460268857,264.34863362553637,26.159818879446348,7.536779044807804,4.627345873216935,1.688107116992402,1
28.773059419985646,624.626383564251,41.10485570374477,1.1841897150345617,4.9845796581171795,1.0341151974816645,0
102.09381970686634,193.03680029535965,13.203266477185224,9.187530860303893,2.9374378931273806,2.4896411031715573,2
51.4328600155111,457.89668982918226,18.21229771739319,6.428000988184184,4.641971287372064,1.4854342174686255,1
85.47537767655331,212.16398359228862,8.136713505038951,8.315716574789237,3.129581352315409,2.3461104047093135,2
30.86590462925591,738.5317379728837,41.16142563798867,2.153725105945528,5.0116417436892,0.8857029702169377,0
98.72447157660453,235.29588352781906,2.1229757107196634,11.764009208343886,3.862048783982624,2.3188286882546416,2
64.12038149044838,862.3277788785665,24.567124085545338,7.271131280361198,4.786200529047961,1.6302782502611597,1
78.47434628339985,29.938528543426074,5.495068394328015,7.288142164341264,3.484145543184152,2.339601177444981,2
33.431300951872565,538.7284128810348,45.280681342105666,3.088950596967366,5.012856003819093,0.8922255222070694,0
